fid,max0,max1,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max2,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29,max3,max30,max4,max5,max6,max7,max8,max9,mean0,mean1,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,mean2,mean20,mean21,mean22,mean23,mean24,mean25,mean26,mean27,mean28,mean29,mean3,mean30,mean4,mean5,mean6,mean7,mean8,mean9,min0,min1,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,min2,min20,min21,min22,min23,min24,min25,min26,min27,min28,min29,min3,min30,min4,min5,min6,min7,min8,min9,std0,std1,std10,std11,std12,std13,std14,std15,std16,std17,std18,std19,std2,std20,std21,std22,std23,std24,std25,std26,std27,std28,std29,std3,std30,std4,std5,std6,std7,std8,std9
t38,1.063018203,1.063007474,1.718974948,1.616912007,1.400844812,1.128658175,1.015841246,1.018639922,1.020244598,1.019065142,1.018100262,1.016289592,1.063029408,1.095051408,1.499103308,1.954946876,2.298019171,2.529763222,2.655378342,2.765871763,2.82845211,2.752830267,2.643470049,1.060054541,2.664712667,1.029214382,1.048856139,1.074296474,1.196272612,1.477373481,1.675247788,0.278372933,0.278341527,0.159757668,0.147235418,0.136585809,0.130847953,0.128876042,0.130662166,0.136518919,0.148772894,0.178835741,0.316165048,0.278390457,0.576048267,0.880002874,1.145888474,1.343507047,1.469626272,1.535839801,1.589188748,1.619393655,1.580283335,1.522491219,0.278708799,1.524227774,0.281111858,0.271890497,0.242400947,0.204213801,0.182928954,0.170572523,0.082048282,0.08213453,-0.026983354,-0.038460985,-0.049239859,-0.056210149,-0.059471376,-0.057787009,-0.050790753,-0.038673904,-0.021877639,-0.036337037,0.08201623,-0.037857473,-0.03555052,-0.033449795,-0.030607147,-0.028713465,-0.025666386,-0.021659067,-0.01908128,-0.019124433,-0.022784416,0.081702657,-0.02366229,0.073874675,0.050521843,0.01446,-0.006289139,-0.014115578,-0.019171074,0.188478001,0.188489078,0.277202688,0.276336068,0.276871387,0.280195132,0.283943047,0.286480816,0.28815754,0.29010447,0.290244078,0.244819998,0.188469378,0.190633315,0.245913804,0.358745643,0.457136344,0.523356851,0.560132191,0.589396276,0.605637008,0.586935084,0.557085208,0.190055478,0.558997177,0.212160516,0.240528348,0.26572073,0.282340956,0.283145079,0.279491669
t39,0.951592088,0.951620042,1.812388182,1.693670392,1.458232522,1.17015636,0.920390606,0.908971846,0.886619449,0.883117735,0.927261412,0.984576166,0.951592147,1.257136583,1.576815963,2.007972002,2.378442764,2.595775604,2.702692032,2.793093204,2.844487906,2.755636454,2.621693134,0.954862714,2.629090548,0.998245537,1.047838211,1.067786098,1.280201197,1.578714967,1.778948069,0.287051778,0.287020161,0.159713554,0.146442515,0.135282786,0.129371617,0.12737521,0.129118347,0.134869121,0.147110694,0.17746582,0.316314968,0.287069801,0.581827716,0.89434812,1.169652326,1.375536802,1.507555422,1.577303796,1.633254928,1.664833678,1.624545027,1.564777281,0.287440678,1.56647935,0.290215707,0.280486782,0.249395241,0.208792059,0.18484194,0.171266165,0.081844889,0.081871726,-0.027047867,-0.038980573,-0.049947105,-0.057274874,-0.06010985,-0.05816276,-0.051368523,-0.039557766,-0.0306626,-0.047751203,0.081828199,-0.04785252,-0.042097446,-0.036806885,-0.032681495,-0.030405367,-0.027249197,-0.022785164,-0.019664718,-0.019356012,-0.021730794,0.081320003,-0.022991726,0.071388952,0.048605233,0.015188203,-0.006251489,-0.014041279,-0.019112784,0.1835572,0.183567911,0.276630249,0.275273506,0.275495786,0.278760371,0.282461512,0.284705869,0.285934197,0.28762214,0.288376314,0.244586316,0.183548977,0.192950423,0.255012659,0.375808134,0.481055526,0.551832845,0.59099752,0.621684388,0.638412391,0.618475938,0.586580216,0.185137605,0.587114118,0.207678043,0.2373233,0.263987613,0.281735441,0.283315606,0.279456327
t4,0.96095705,0.960944653,0.979425609,0.952073097,0.931387126,0.91896534,0.909885108,0.904655218,0.904717386,0.921853781,0.964277089,1.053554893,0.961003423,1.215487599,1.438933134,1.863708377,2.217191696,2.437033653,2.523664951,2.581739902,2.607688665,2.521711588,2.413902283,0.963026047,2.40247941,0.999237895,1.058529615,1.079795599,1.071125865,1.044565082,1.011430621,0.299658483,0.299631985,0.081761247,0.060869598,0.0430822,0.031904334,0.025606805,0.024499474,0.028789679,0.04238842,0.090979318,0.268334663,0.299673328,0.574323863,0.940090593,1.272689285,1.527053254,1.690782958,1.774800543,1.83517216,1.863822382,1.809752972,1.73208138,0.299326975,1.725747258,0.294778101,0.278577587,0.239570797,0.182718098,0.13137118,0.101973369,0.034537148,0.034533475,-0.016946055,-0.026081828,-0.034435965,-0.040837586,-0.043391332,-0.041526306,-0.036339626,-0.028797472,-0.014046282,-0.000656063,0.034559917,0.017703267,0.019448029,0.02022792,0.021078974,0.022887688,0.026914712,0.033458646,0.041424017,0.044701185,0.046744343,0.034503423,0.04730399,0.03497164,0.034922145,0.024086811,0.005796734,-0.005602816,-0.010231952,0.117791128,0.117794558,0.146324819,0.136760171,0.127980665,0.121691236,0.117746546,0.11565412,0.115922931,0.122462578,0.139936297,0.145360455,0.117788672,0.17698861,0.257909344,0.351270985,0.428309036,0.477728514,0.501993344,0.519921177,0.527988047,0.508555211,0.48057516,0.118566841,0.4785013,0.129651702,0.143532326,0.154778297,0.161638879,0.162372434,0.155431026
t40,0.853161216,0.853160083,0.923298895,0.888363957,0.857385695,0.837774158,0.823967636,0.835568011,0.845169723,0.852944195,0.856421947,0.952909589,0.85320437,1.207673192,1.595107436,2.134331942,2.529979467,2.833720922,3.029739857,3.156997204,3.205461979,3.094160795,2.942271948,0.859866023,2.927896261,0.938966811,1.010581732,1.040579438,1.033129811,1.002038121,0.959588885,0.293833737,0.293800525,0.146924278,0.130948195,0.117081881,0.10894959,0.10567996,0.107408989,0.114257314,0.1294561,0.168441098,0.332421695,0.293852924,0.633415328,0.982700645,1.287918,1.514666997,1.658931874,1.733463008,1.791209198,1.821713881,1.774037624,1.705207747,0.294121377,1.704075327,0.295519643,0.28388997,0.249767778,0.204471148,0.177120586,0.160884984,0.055668797,0.055637594,-0.027849335,-0.040782921,-0.053788435,-0.06228726,-0.06744381,-0.067140393,-0.060912788,-0.047869291,-0.021706283,0.06108591,0.055678345,0.284108579,0.385679066,0.400928766,0.405093193,0.406903952,0.407137901,0.410141468,0.411663353,0.399264544,0.381465524,0.05589433,0.374202698,0.06066056,0.048786864,0.013818623,-0.006958562,-0.017545832,-0.02143391,0.176887463,0.176899645,0.256308277,0.254387979,0.254344568,0.257453565,0.2611863,0.263571817,0.26480682,0.266576702,0.26939716,0.229609895,0.176877953,0.192965229,0.267583955,0.390046625,0.495304878,0.566513873,0.605089324,0.632590373,0.645579893,0.623850886,0.591855092,0.178510499,0.591739176,0.200920657,0.228919111,0.252934994,0.267781546,0.265945364,0.260183019
t41,0.8883214,0.888220966,1.50132215,1.491489768,1.422817111,1.329249263,1.211320877,1.109249234,1.058500886,1.022193789,1.019258261,1.024582386,0.888300657,1.232399464,1.711722493,2.253396988,2.635972977,2.873200655,2.998113871,3.111662865,3.174583197,3.062792063,2.891457796,0.894559443,2.877677917,0.96946454,1.048540711,1.122774124,1.226984859,1.337395072,1.439218998,0.302764795,0.302714331,0.1340515,0.12227629,0.107333143,0.094556517,0.08259559,0.072428327,0.066732839,0.06968541,0.115422523,0.365497949,0.302798836,0.782595326,1.255981005,1.65256753,1.933718737,2.104841511,2.190431364,2.263656765,2.301096449,2.217688163,2.090086486,0.301472231,2.072453585,0.288372562,0.271409062,0.239210894,0.187780946,0.144557001,0.136475494,-0.004235941,-0.004248092,-0.023623206,-0.038459409,-0.053734411,-0.063873701,-0.068241015,-0.065993242,-0.0578085,-0.043713469,-0.012776168,-0.010826701,-0.004243887,-0.014512631,-0.020383107,-0.024263142,-0.025841847,-0.02636434,-0.025918031,-0.025189871,-0.02376526,-0.021839624,-0.021448737,-0.004302131,-0.022520278,-0.004740632,-0.004206459,-0.002904039,-0.00165998,-0.009366483,-0.01522383,0.077956437,0.077946732,0.250562121,0.257575775,0.254691859,0.245175656,0.230340468,0.211069248,0.190068933,0.170211264,0.145640496,0.097810022,0.077956638,0.272727263,0.51971022,0.730920817,0.881787779,0.974932772,1.023147134,1.063390476,1.083644928,1.040665064,0.973559037,0.077762296,0.962601965,0.080713645,0.09457898,0.120892257,0.163275656,0.208336183,0.234809602
t42,0.868946731,0.868877053,1.594624162,1.569346905,1.468111992,1.31957829,1.198839068,1.102888942,1.044752717,1.023656011,1.022375703,1.060943246,0.86893779,1.186355591,1.770728469,2.326044798,2.800519943,3.121809244,3.296398163,3.43452549,3.505285025,3.38996315,3.218099833,0.875623882,3.212862968,0.957239747,1.044070601,1.121713042,1.21004796,1.386954427,1.533293605,0.335042337,0.334988104,0.107193539,0.093156847,0.077938598,0.066121679,0.056274358,0.049091226,0.045929915,0.049639117,0.084718504,0.330196571,0.335078109,0.769889548,1.282555416,1.725787059,2.050623163,2.255436717,2.362758135,2.451648312,2.497809083,2.410932682,2.276342317,0.333995528,2.258425508,0.320404249,0.294278391,0.245858636,0.179126889,0.126036208,0.113751397,-0.011274727,-0.011228102,-0.027639372,-0.044865638,-0.061324488,-0.072138228,-0.07658609,-0.074104093,-0.066029318,-0.052129377,-0.022510324,-0.015515144,-0.011276319,-0.020210704,-0.024427822,-0.026724387,-0.027582103,-0.029396517,-0.031942915,-0.033883892,-0.035281595,-0.034692131,-0.032469239,-0.011485939,-0.036140319,-0.014142494,-0.016309252,-0.015776491,-0.010047377,-0.009831701,-0.01695366,0.083772331,0.083758147,0.231343935,0.237666041,0.235899967,0.22886263,0.21687655,0.20007307,0.180939488,0.161899105,0.14153744,0.083243355,0.083778089,0.248662894,0.499777809,0.721266514,0.884820302,0.989364096,1.045921979,1.091911925,1.115658693,1.074119878,1.007616789,0.08322724,0.995143033,0.079479268,0.084423669,0.107315218,0.149635966,0.193410918,0.217240551
t43,0.888689339,0.88866812,1.637382269,1.616611719,1.529520512,1.401163101,1.257058263,1.110954881,1.035166383,1.02408874,1.021708965,1.020069242,0.88866204,1.254872203,1.724635959,2.290243864,2.707294464,3.008282185,3.17326355,3.311626434,3.392572641,3.28908062,3.122055531,0.895358622,3.104166985,0.973274887,1.046651363,1.136059523,1.299985051,1.463851452,1.584135652,0.346509381,0.346460775,0.129035315,0.108203079,0.085973666,0.069972113,0.056905079,0.047358617,0.043939208,0.052551953,0.123767134,0.394071054,0.34654409,0.845955906,1.36125108,1.797438866,2.108520699,2.296177941,2.386527589,2.460141958,2.494366866,2.399354804,2.255590156,0.345061448,2.227423729,0.331024248,0.313091107,0.276910833,0.215184416,0.158228744,0.138075155,-0.001212378,-0.001232011,-0.024869284,-0.039541084,-0.055689473,-0.066968799,-0.071658656,-0.068838827,-0.060643625,-0.048326191,-0.019995568,-0.023201052,-0.00123224,-0.029574186,-0.034691852,-0.037857901,-0.039991625,-0.042565513,-0.044805761,-0.046651136,-0.048491795,-0.048199236,-0.046061166,-0.001542165,-0.044976618,-0.004203424,-0.007660755,-0.00957711,-0.011552224,-0.013864066,-0.015828054,0.084654626,0.084646762,0.241666246,0.243780057,0.235067113,0.220100703,0.201705051,0.181552115,0.162412407,0.146871357,0.1328881,0.112350933,0.084652784,0.250839025,0.461442891,0.649189372,0.78685483,0.872648645,0.916396538,0.951217893,0.967648201,0.928164475,0.867379811,0.084482825,0.856294063,0.085392415,0.092850273,0.112909491,0.153549273,0.200409623,0.228996907
t44,0.882965744,0.883021951,1.633558989,1.635009646,1.548346996,1.402646303,1.259945631,1.106785536,1.033739448,1.025692821,1.030936003,1.025969267,0.88288641,1.23768568,1.703754067,2.247816563,2.680371523,2.955902576,3.113052845,3.246703625,3.318253994,3.201055765,3.018091917,0.889674723,2.997376204,0.969064951,1.051374435,1.129741669,1.282783866,1.439595103,1.558104515,0.348668784,0.348618585,0.131075738,0.114514815,0.094818657,0.078777771,0.065534812,0.056211843,0.052706846,0.058591765,0.09846145,0.344431894,0.348701881,0.773698789,1.273262491,1.705373771,2.021496776,2.219199268,2.32087988,2.404044023,2.446051217,2.359605313,2.225931914,0.347659686,2.203426567,0.335868804,0.313891698,0.270378004,0.207245743,0.15468563,0.138673381,-7.73E-05,-0.000102811,-0.023815973,-0.039308924,-0.055573072,-0.066563092,-0.071111053,-0.068597019,-0.060245555,-0.046562705,-0.01650458,-0.023214314,-8.94E-05,-0.027974671,-0.031783022,-0.034507174,-0.036842283,-0.03952824,-0.041545942,-0.042859156,-0.044051223,-0.043829717,-0.041910864,-0.000253939,-0.038669065,-0.002092139,-0.001051025,0.014951661,0.014334727,-0.008584529,-0.014427778,0.075492614,0.075482956,0.258607421,0.259662212,0.250411371,0.235886805,0.218218136,0.1988094,0.18056775,0.166260001,0.15754784,0.119199239,0.075494473,0.249267918,0.475067074,0.680470689,0.833179881,0.930075798,0.981306109,1.022618162,1.04366675,1.00429719,0.942456957,0.075064087,0.933133467,0.075076914,0.088722957,0.119574035,0.167443051,0.21698352,0.245751387
t45,0.924455941,0.924411595,2.135201216,2.138788223,1.990700364,1.73202157,1.40491116,1.106954217,1.067668319,1.027301788,1.028299809,1.055913925,0.924442351,1.234848022,1.710708618,2.314134121,2.752496243,3.087212324,3.26865077,3.406386852,3.475986481,3.367617846,3.214185476,0.926794648,3.234023333,0.977069318,1.048070669,1.113080978,1.374739528,1.704731226,1.980796337,0.339261263,0.339212317,0.132388938,0.115700057,0.097598554,0.08405737,0.073858147,0.06770372,0.067143917,0.076037035,0.119967711,0.361096393,0.339293273,0.776604369,1.253717905,1.660728389,1.954664138,2.136480314,2.22875376,2.305214093,2.344124483,2.262276514,2.13676105,0.338300629,2.117149932,0.327193071,0.306991951,0.266290495,0.206217467,0.156013936,0.141377265,-0.001472673,-0.001458067,-0.024619112,-0.040913131,-0.058024902,-0.069077395,-0.073341355,-0.070925795,-0.062194657,-0.049052421,-0.026832659,-0.037554737,-0.001465268,-0.039847318,-0.040531661,-0.041993748,-0.042016853,-0.040076792,-0.036073688,-0.031527609,-0.027028248,-0.023162086,-0.021573618,-0.001427371,-0.022221489,-0.002055824,-0.001597735,-0.001315753,0.012441984,-0.00928565,-0.016671633,0.11265254,0.112647559,0.223912548,0.224458147,0.219103846,0.211074417,0.201726488,0.191784922,0.183146884,0.179773843,0.184067607,0.15716143,0.112651956,0.272828665,0.496085194,0.704530884,0.860920486,0.961030658,1.014844981,1.059067803,1.082253084,1.042323851,0.979053547,0.112735916,0.970493553,0.116784173,0.127364973,0.14533225,0.174688955,0.20525731,0.218126883
t46,0.889984787,0.889952302,1.932675123,1.904075503,1.777799129,1.600099921,1.384779811,1.143897653,1.029280186,1.026489973,1.028026581,1.064103484,0.889971852,1.224413395,1.810432196,2.352778196,2.762595892,3.059002638,3.216514587,3.350707769,3.424413919,3.310904026,3.142609596,0.895647109,3.158283472,0.970742702,1.043013334,1.149705291,1.399531126,1.653281689,1.844456077,0.300546744,0.300491388,0.113305575,0.098652217,0.080581371,0.065479128,0.052850687,0.044233464,0.042059656,0.050102609,0.103475111,0.380773524,0.300584311,0.838597775,1.351399354,1.775346338,2.073085667,2.254158142,2.3452698,2.423929217,2.464076473,2.373432019,2.234553533,0.298968402,2.214366671,0.282499387,0.26192556,0.225881114,0.170352972,0.125654776,0.118247615,0.000269607,0.000318954,-0.026372297,-0.04232103,-0.058119874,-0.068567641,-0.072641909,-0.070085637,-0.061548423,-0.047106575,-0.015525972,-0.025347412,0.000293487,-0.028612424,-0.035085734,-0.039578743,-0.042689256,-0.046310749,-0.049388692,-0.051584788,-0.053680848,-0.053356763,-0.051823109,-7.77E-05,-0.051069137,-0.001177871,-0.001273946,0.001763624,0.010077468,-0.011272564,-0.017480398,0.088802163,0.08879056,0.223050568,0.224463826,0.216833021,0.20419684,0.189205865,0.173765546,0.160428606,0.152454128,0.149795575,0.141176345,0.08880425,0.303017829,0.536911707,0.73873388,0.882905891,0.972079466,1.018292858,1.057722901,1.077832234,1.035273132,0.970138766,0.088580509,0.963702481,0.089800129,0.09943501,0.119978018,0.156140508,0.194070292,0.213089858
t47,0.97964716,0.979625463,1.873468995,1.878113508,1.763388038,1.562929869,1.329136729,1.127876759,1.025873303,1.024054289,1.022863984,1.045159817,0.979680479,1.242498517,1.85656774,2.457620621,2.905108213,3.205466986,3.378941298,3.520569324,3.58681941,3.46132493,3.290992498,0.981023192,3.322526455,1.012944818,1.046627998,1.137758493,1.326034784,1.563562036,1.753115296,0.371813112,0.371756307,0.124599243,0.103498239,0.081742822,0.065385186,0.052838783,0.044881728,0.043357489,0.051975779,0.101953086,0.383392966,0.371852068,0.859801709,1.402996595,1.862001609,2.190117258,2.390879267,2.491794403,2.576742845,2.619311407,2.522258611,2.372627225,0.370318017,2.346949821,0.353619151,0.328263146,0.281687544,0.212196207,0.153964061,0.136260123,-0.006887698,-0.006866978,-0.027693136,-0.043568119,-0.060566019,-0.073174298,-0.079484195,-0.078028664,-0.069412135,-0.053436317,-0.019452414,-0.028330121,-0.00686245,-0.031534832,-0.033982776,-0.036195695,-0.036536153,-0.034559853,-0.030650724,-0.026681447,-0.023035988,-0.02010246,-0.018312013,-0.006960179,-0.016720343,-0.008221781,-0.008900358,-0.009801538,-0.009349707,-0.013980488,-0.020337073,0.131913073,0.131912484,0.232122006,0.230248008,0.220883237,0.207962107,0.193565769,0.178945559,0.166138256,0.158189377,0.154104796,0.121945518,0.131908747,0.272855929,0.511659375,0.722261072,0.875522358,0.971449273,1.021808419,1.064023543,1.085905354,1.043781996,0.977995263,0.132083266,0.970314452,0.136645294,0.145290426,0.158733636,0.18473099,0.214314778,0.227297406
t48,0.89243114,0.892486989,1.484525919,1.483612895,1.424016237,1.332373142,1.216651082,1.097528338,1.032546759,1.041046262,1.040755749,1.062841773,0.892442405,1.224887133,1.763916373,2.336451769,2.732056379,3.006060362,3.15641427,3.295891047,3.380467176,3.274081945,3.097791195,0.898540854,3.090406179,0.971876085,1.044329166,1.124658227,1.211127043,1.326183438,1.422086358,0.337729578,0.337674695,0.107810596,0.090200959,0.070676404,0.055780853,0.044509308,0.037908487,0.037659966,0.047330547,0.092609841,0.355185505,0.337765016,0.809076764,1.329941031,1.773579059,2.093677234,2.292005801,2.393722048,2.478796767,2.522901072,2.435045623,2.298578079,0.336489861,2.276584453,0.321665894,0.296417239,0.249961289,0.184076483,0.130853451,0.116809945,-0.001015152,-0.001005339,-0.026708363,-0.041727968,-0.057524044,-0.069162734,-0.07315442,-0.07025189,-0.062146839,-0.048726585,-0.019137539,-0.010108426,-0.001020534,-0.011503386,-0.016042305,-0.019040873,-0.021364937,-0.024327369,-0.026946981,-0.028486708,-0.029936049,-0.02990886,-0.029373182,-0.001060019,-0.029168596,-0.001648303,-0.002687693,-0.002209965,-0.000723996,-0.010310327,-0.016696576,0.108090552,0.108085635,0.207904221,0.208458493,0.202503613,0.193019384,0.181279827,0.168316222,0.156955995,0.151891279,0.157792597,0.142368863,0.108089924,0.265981892,0.477185902,0.668716306,0.810104858,0.899721068,0.94752003,0.987554769,1.008540505,0.970611246,0.911278621,0.108032563,0.904571674,0.110280357,0.118602323,0.134824057,0.162002325,0.189903824,0.20174693
t49,0.905421376,0.905433118,1.39544189,1.385215282,1.323467135,1.231090426,1.130062699,1.081740856,1.027784705,1.027846336,1.025903344,1.067248106,0.905404925,1.239200234,1.728239775,2.244772673,2.637185335,2.890776634,3.023882389,3.141156673,3.225381136,3.141153574,2.994564295,0.911839783,2.987690687,0.985153556,1.047789693,1.110328794,1.156731725,1.268466711,1.352292061,0.308893608,0.308840997,0.10475838,0.088756953,0.070457163,0.056415293,0.045745621,0.039581963,0.03998594,0.0517972,0.10999342,0.377446011,0.308928558,0.826119867,1.332697992,1.756321603,2.056614055,2.239757144,2.331461413,2.408936285,2.448229713,2.360578509,2.226235021,0.307574813,2.204095681,0.293034324,0.271680989,0.232380621,0.173262138,0.124913429,0.112290434,-0.001813983,-0.001833397,-0.027143044,-0.043274876,-0.058736533,-0.068664856,-0.072502352,-0.069811516,-0.061316323,-0.046753813,-0.016712956,-0.009559455,-0.00184525,-0.008705435,-0.007995656,-0.011882911,-0.013958788,-0.014538127,-0.014579318,-0.014782535,-0.014704636,-0.01275929,-0.009709997,-0.001878273,-0.008522629,-0.003091236,-0.004427799,-0.003317606,-0.001785338,-0.012148617,-0.01821903,0.090033532,0.090027423,0.201800217,0.202853096,0.197136483,0.18795435,0.177309695,0.166467324,0.157487195,0.154130476,0.160421931,0.147209443,0.090032422,0.259891181,0.456841783,0.636205118,0.768260296,0.851493041,0.895526271,0.932639089,0.952249947,0.916811521,0.861672696,0.090109775,0.856762173,0.09414148,0.104820926,0.123581412,0.152988722,0.181612279,0.194818289
t5,0.931737006,0.931744754,0.971556902,0.941284478,0.917917669,0.904876709,0.89531976,0.888674259,0.890894234,0.9136585,0.960597873,1.04741776,0.931736827,1.226406097,1.552042961,1.836263537,2.242055655,2.496094704,2.612316608,2.693678379,2.741498709,2.653449059,2.536458731,0.936047912,2.527098417,1.003842235,1.065999508,1.092666745,1.076481462,1.042648911,1.005828619,0.286988424,0.28696024,0.062630917,0.045272595,0.030643498,0.020709627,0.015172094,0.014775287,0.019534142,0.032323369,0.072500886,0.245932824,0.287003883,0.55420375,0.925688897,1.266732248,1.531186491,1.705504872,1.79860053,1.866045311,1.899654867,1.848229189,1.773356711,0.286607172,1.770593392,0.280570344,0.261023244,0.218141706,0.159261692,0.10827025,0.080532427,0.019301008,0.019299131,-0.016621439,-0.025503103,-0.034787975,-0.041475363,-0.043884441,-0.041947853,-0.036537133,-0.028382391,-0.014348892,-0.001869288,0.019379878,0.023192991,0.023966644,0.023617763,0.024662036,0.028540798,0.035830099,0.043701164,0.046705715,0.048950598,0.051135987,0.019260395,0.051400762,0.020008529,0.021872355,0.015966581,-0.000489376,-0.005191577,-0.009953635,0.096395636,0.096397506,0.129022623,0.120328678,0.11175655,0.10567352,0.102121296,0.100835197,0.102341167,0.110891884,0.133842527,0.146171769,0.096393637,0.17928391,0.254084856,0.339553731,0.411270721,0.458913156,0.483741068,0.502944872,0.512301153,0.494085348,0.467260297,0.096968936,0.465731044,0.106021175,0.119198842,0.131782099,0.14053312,0.142669801,0.136907314
t50,0.883202195,0.883230209,1.997908592,2.019953489,1.895036459,1.664088726,1.365568995,1.09706974,1.031162262,1.03154242,1.029045343,1.045980334,0.883209467,1.250403047,1.791348934,2.409050941,2.867446184,3.167739391,3.319255114,3.471045732,3.561029196,3.453393459,3.287297964,0.890112758,3.281192064,0.969319761,1.044987202,1.111488819,1.320807099,1.59168303,1.844856739,0.358930977,0.358873781,0.095976759,0.077841194,0.059547423,0.04650433,0.037704445,0.03391871,0.035871454,0.046114707,0.086357686,0.340526661,0.35896713,0.804372635,1.344541139,1.812758159,2.157359555,2.376077642,2.491815179,2.586950628,2.636506645,2.546498575,2.406158124,0.357969578,2.385298407,0.343921463,0.313289572,0.256397383,0.180614158,0.123246945,0.10705296,-0.002346018,-0.002362125,-0.030897124,-0.048882935,-0.066342667,-0.077671982,-0.08215978,-0.078604512,-0.069181584,-0.055764895,-0.030604888,-0.038481709,-0.002355236,-0.040043607,-0.041314151,-0.045020808,-0.046807703,-0.046675462,-0.044625677,-0.042215601,-0.039872024,-0.037061807,-0.035365399,-0.002463535,-0.036106754,-0.003461654,-0.00427976,-0.004926668,-0.00597382,-0.014131677,-0.020747354,0.098571947,0.09856139,0.197906793,0.200231768,0.197052212,0.191141643,0.183459541,0.174467768,0.16601027,0.160835169,0.161004715,0.125039289,0.098576267,0.247762787,0.482013002,0.697496182,0.859090392,0.96309653,1.019755294,1.066328606,1.091176521,1.051806617,0.989037204,0.09808958,0.981758269,0.095282644,0.100313106,0.118622754,0.149954059,0.178622443,0.190780551
t51,0.870843768,0.870818794,1.23210907,1.219008446,1.190018892,1.157885075,1.119202733,1.061214447,1.023473501,1.019533038,1.028760791,1.057356834,0.870821595,1.226938605,1.654201269,2.204663515,2.666370392,2.996984005,3.177394152,3.30841279,3.374141693,3.268032789,3.134070396,0.877696633,3.168442726,0.961323857,1.046655893,1.115713835,1.171741009,1.207459927,1.226267934,0.328591168,0.328540396,0.076664997,0.061800089,0.047841259,0.038366725,0.032241659,0.030023344,0.032681561,0.042728615,0.085358988,0.340241869,0.328625276,0.778688666,1.285670365,1.721499824,2.039252456,2.238729342,2.342476205,2.428052471,2.47187244,2.385156412,2.251301278,0.327343107,2.231678409,0.31207132,0.285423921,0.236603559,0.167106716,0.10833198,0.087511793,0.006278544,0.006331228,-0.024371689,-0.039122175,-0.055170894,-0.068168335,-0.070809446,-0.066782847,-0.060421061,-0.050224334,-0.020396901,-0.000205095,0.00627844,-0.002114354,-0.002625741,-0.004129218,-0.004781477,-0.004615912,-0.003750248,-0.002926443,-0.00264035,-0.003185204,-0.004810628,0.005654367,-0.006216479,0.001102129,0.000100702,0.001212223,0.00183071,-0.009732478,-0.015463667,0.073390032,0.073385334,0.174025134,0.176476637,0.176183631,0.17484444,0.172184876,0.167623912,0.162303516,0.158632744,0.155342846,0.104609548,0.073387174,0.189724518,0.382522307,0.560328098,0.693206796,0.778153975,0.82405163,0.861771632,0.881955976,0.849961882,0.798602132,0.073426187,0.792587909,0.077420379,0.088722943,0.107656158,0.134628045,0.15941514,0.169223947
t52,0.866547346,0.866599858,0.969285429,0.966960669,0.972974837,0.991385579,1.010887861,1.024632096,1.026463866,1.019886374,1.032116294,1.074442506,0.866608918,1.25667429,1.776597381,2.305654287,2.725710869,3.019565344,3.172681093,3.29990077,3.368512154,3.260156393,3.124927759,0.869364262,3.160676718,0.898386955,0.976697683,1.012932181,1.013545871,0.998231471,0.97933048,0.321373388,0.321319482,0.080791376,0.065845599,0.051673229,0.043422851,0.03944108,0.040031322,0.046133177,0.060863151,0.109584022,0.372168987,0.321408825,0.817389133,1.325143795,1.754992709,2.063994053,2.255639393,2.35410536,2.436762695,2.479625323,2.393865226,2.261951939,0.320127013,2.24348691,0.305141154,0.279868568,0.233098057,0.165485078,0.108869753,0.090911159,-0.004476469,-0.004437327,-0.024638636,-0.039860692,-0.057391085,-0.068040662,-0.071130231,-0.068936802,-0.062260151,-0.048784647,-0.020412587,-0.000820155,-0.00447056,-0.001526128,-0.00144125,-0.001139963,-0.000642398,-9.25E-05,0.003165873,0.005707044,0.007285468,0.008535564,0.008623227,-0.004669372,0.007237654,-0.006191413,-0.008006618,-0.010434959,-0.012228345,-0.013521875,-0.018534487,0.082016966,0.08201518,0.157849218,0.159791,0.162643941,0.166866712,0.170676017,0.172486869,0.172564381,0.172974177,0.17426154,0.114257574,0.082013303,0.195483903,0.401190432,0.590102529,0.729890493,0.818363938,0.865868311,0.905416726,0.926756677,0.892933704,0.838563918,0.082218573,0.832657669,0.088553887,0.102355791,0.121054343,0.142831763,0.158026178,0.157753201
